SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0027712,MH-DEMO-01504,SV-28-08-0012,Maharashtra,Wardha,Samudrapur,Demo Village 02,Rohit Jadhav,Rahul Gawande,Individual,49.8,Open Plot,Prepared,2025-06-07,,Completed,2025-05-01,Received,Received,Received,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-02,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-05-08
SVPC-MH-0027713,MH-DEMO-01505,SV-28-08-0013,Maharashtra,Wardha,Samudrapur,Demo Village 03,Sunita Thakur,Tanmay Pawar,Individual,52.7,Other Abadi Property,Distributed,2025-06-11,,Completed,2025-05-04,Received,Received,Received,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-03,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,No,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027714,MH-DEMO-01506,SV-28-08-0014,Maharashtra,Wardha,Samudrapur,Demo Village 04,Vinod Salve,Ashok Kale,Individual,55.6,Residential Abadi,Under Verification,2025-06-15,,Completed,2025-05-07,Received,Received,Available,Under Processing,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-04,Synthetic - Not Government Verified,Yes,Pending,Pending,No,No,,Not Applicable,,No,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027715,MH-DEMO-01507,SV-28-08-0015,Maharashtra,Wardha,Samudrapur,Demo Village 05,Anjali Gaikwad,Priya Bhosale,Individual,58.5,Mixed Residential,Digitisation Completed,2025-06-19,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-05,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-05-17
SVPC-MH-0027716,MH-DEMO-01508,SV-28-08-0016,Maharashtra,Wardha,Samudrapur,Demo Village 06,Mahesh Sawant,Swati Yadav,Individual,61.4,Institutional,Prepared,2025-06-23,,Completed,2025-05-13,Received,Received,Received,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2025-05-25,Yes,2025-06-07,Yes,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-05-20
SVPC-MH-0027717,MH-DEMO-01509,SV-28-08-0017,Maharashtra,Wardha,Samudrapur,Demo Village 07,Prakash Verma,Arjun Deshpande,Individual,64.3,Commercial,Distributed,2025-06-27,,Completed,2025-05-16,Received,Received,Received,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-07,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-05-23
SVPC-MH-0027718,MH-DEMO-01510,SV-28-08-0018,Maharashtra,Wardha,Samudrapur,Demo Village 08,Sanjay Bhosale,Prakash Kharat,Individual,67.2,Open Plot,Under Verification,2025-07-01,,Completed,2025-05-19,Received,Received,Available,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-08,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027719,MH-DEMO-01511,SV-28-08-0019,Maharashtra,Wardha,Samudrapur,Demo Village 09,Swati Dhole,Suresh Sawant,Individual,70.1,Other Abadi Property,Digitisation Completed,2025-07-05,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-09,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027720,MH-DEMO-01512,SV-28-08-0020,Maharashtra,Wardha,Samudrapur,Demo Village 10,Aarav Deshmukh,Anjali Shinde,Individual,73.0,Residential Abadi,Prepared,2025-05-25,,Completed,2025-05-25,Received,Received,Received,Under Processing,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-10,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,No,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-06-01
SVPC-MH-0027721,MH-DEMO-01513,SV-28-08-0021,Maharashtra,Wardha,Samudrapur,Demo Village 01,Ashok Joshi,Pooja Ingale,Individual,75.9,Mixed Residential,Distributed,2025-05-29,,Completed,2025-05-28,Received,Received,Received,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-11,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-06-04
SVPC-MH-0027722,MH-DEMO-01514,SV-28-08-0022,Maharashtra,Wardha,Samudrapur,Demo Village 02,Meena Borkar,Sunita Chavan,Individual,78.8,Institutional,Under Verification,2025-06-02,,Completed,2025-05-31,Received,Received,Available,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-12,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-06-07
SVPC-MH-0027723,MH-DEMO-01515,SV-28-08-0023,Maharashtra,Wardha,Samudrapur,Demo Village 03,Rahul Shinde,Aniket Salve,Individual,81.7,Commercial,Digitisation Completed,2025-06-06,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-13,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91953,18.31953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027724,MH-DEMO-01516,SV-28-08-0024,Maharashtra,Wardha,Samudrapur,Demo Village 04,Shivam Wagh,Nikhil Joshi,Individual,84.6,Open Plot,Prepared,2025-06-10,,Completed,2025-06-06,Received,Received,Received,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-14,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027725,MH-DEMO-01517,SV-28-08-0025,Maharashtra,Wardha,Samudrapur,Demo Village 05,Vaishnavi Yadav,Sonal Raut,Individual,87.5,Other Abadi Property,Distributed,2025-06-14,,Completed,2025-06-09,Received,Received,Received,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-15,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-06-16
SVPC-MH-0027726,MH-DEMO-01518,SV-28-08-0026,Maharashtra,Wardha,Samudrapur,Demo Village 06,Akash More,Amit Mane,Individual,25.4,Residential Abadi,Under Verification,2025-06-18,,Completed,2025-06-12,Received,Received,Available,Under Processing,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-16,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-06-19
SVPC-MH-0027727,MH-DEMO-01519,SV-28-08-0027,Maharashtra,Wardha,Samudrapur,Demo Village 07,Dhananjay Gawande,Nandini Jadhav,Individual,28.3,Mixed Residential,Digitisation Completed,2025-06-22,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-17,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.91957,18.31957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-06-22
SVPC-MH-0027728,MH-DEMO-01520,SV-28-08-0028,Maharashtra,Wardha,Samudrapur,Demo Village 08,Nandini Raut,Sneha Dhole,Individual,31.2,Institutional,Prepared,2025-06-26,,Completed,2025-06-18,Received,Received,Received,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-18,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027729,MH-DEMO-01521,SV-28-08-0029,Maharashtra,Wardha,Samudrapur,Demo Village 09,Ramesh Kadam,Akash More,Individual,34.1,Commercial,Distributed,2025-06-30,,Completed,2025-06-21,Received,Received,Received,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-19,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,Yes,2025-07-03,No,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027730,MH-DEMO-01522,SV-28-08-0030,Maharashtra,Wardha,Samudrapur,Demo Village 10,Sonal Ingale,Mohan Mhatre,Individual,37.0,Open Plot,Under Verification,2025-07-04,,Completed,2025-06-24,Received,Received,Available,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-20,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-07-01
SVPC-MH-0027731,MH-DEMO-01523,SV-28-08-0031,Maharashtra,Wardha,Samudrapur,Demo Village 01,Vikas Patil,Shivam Kulkarni,Individual,39.9,Other Abadi Property,Digitisation Completed,2025-07-08,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-21,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91961,18.31961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-07-04
SVPC-MH-0027732,MH-DEMO-01524,SV-28-08-0032,Maharashtra,Wardha,Samudrapur,Demo Village 02,Aniket Deshpande,Aditi Verma,Individual,42.8,Residential Abadi,Prepared,2025-07-12,,Completed,2025-06-30,Received,Received,Received,Under Processing,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-22,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-07-07
SVPC-MH-0027733,MH-DEMO-01525,SV-28-08-0033,Maharashtra,Wardha,Samudrapur,Demo Village 03,Kiran Mhatre,Meena Wagh,Individual,45.7,Mixed Residential,Distributed,2025-07-16,,Completed,2025-07-03,Received,Received,Received,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-23,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027734,MH-DEMO-01526,SV-28-08-0034,Maharashtra,Wardha,Samudrapur,Demo Village 04,Pooja Pawar,Seema Patil,Individual,48.6,Institutional,Under Verification,2025-07-20,,Completed,2025-07-06,Received,Received,Available,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-24,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027735,MH-DEMO-01527,SV-28-08-0035,Maharashtra,Wardha,Samudrapur,Demo Village 05,Sachin Mane,Aarav Kamble,Individual,51.5,Commercial,Digitisation Completed,2025-07-24,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-25,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-07-16
SVPC-MH-0027736,MH-DEMO-01528,SV-28-08-0036,Maharashtra,Wardha,Samudrapur,Demo Village 06,Suresh Tiwari,Manish Gaikwad,Individual,54.4,Open Plot,Prepared,2025-07-28,,Completed,2025-07-12,Received,Received,Received,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-06-26,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-07-19
SVPC-MH-0027737,MH-DEMO-01529,SV-28-08-0037,Maharashtra,Wardha,Samudrapur,Demo Village 07,Vivek Chavan,Sanjay Borkar,Individual,57.3,Other Abadi Property,Distributed,2025-08-01,,Completed,2025-07-15,Received,Received,Received,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-06-27,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-07-22
SVPC-MH-0027738,MH-DEMO-01530,SV-28-08-0038,Maharashtra,Wardha,Samudrapur,Demo Village 08,Arjun Kamble,Vivek Kadam,Individual,60.2,Residential Abadi,Under Verification,2025-08-05,,Completed,2025-07-18,Received,Received,Available,Under Processing,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-06-28,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,No,,Not Applicable,,No,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0027739,MH-DEMO-01531,SV-28-08-0039,Maharashtra,Wardha,Samudrapur,Demo Village 09,Manish Kharat,Mahesh Tiwari,Individual,63.1,Mixed Residential,Digitisation Completed,2025-08-09,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-06-29,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027740,MH-DEMO-01532,SV-28-08-0040,Maharashtra,Wardha,Samudrapur,Demo Village 10,Priya Kulkarni,Sachin Thakur,Individual,66.0,Institutional,Prepared,2025-08-13,,Completed,2025-07-24,Received,Received,Received,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-06-30,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-07-31
SVPC-MH-0027741,MH-DEMO-01533,SV-28-08-0041,Maharashtra,Wardha,Samudrapur,Demo Village 01,Seema Kale,Vinod Deshmukh,Individual,68.9,Commercial,Distributed,2025-08-17,,Completed,2025-07-27,Received,Received,Received,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-07-01,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-08-03
SVPC-MH-0027742,MH-DEMO-01534,SV-28-08-0042,Maharashtra,Wardha,Samudrapur,Demo Village 02,Tanmay Jadhav,Kiran Gawande,Individual,71.8,Open Plot,Under Verification,2025-08-21,,Completed,2025-07-30,Received,Received,Available,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-07-02,Synthetic - Not Government Verified,Yes,Completed,Available,No,Yes,2025-08-11,Yes,2025-08-24,No,Yes,73.91957,18.31957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-08-06
SVPC-MH-0027743,MH-DEMO-01535,SV-28-08-0043,Maharashtra,Wardha,Samudrapur,Demo Village 03,Aditi Thakur,Rohit Pawar,Individual,74.7,Other Abadi Property,Digitisation Completed,2025-08-25,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-07-03,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91953,18.31953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0027744,MH-DEMO-01536,SV-28-08-0044,Maharashtra,Wardha,Samudrapur,Demo Village 04,Deepak Salve,Vikas Kale,Individual,77.6,Residential Abadi,Prepared,2025-08-29,,Completed,2025-08-05,Received,Received,Received,Under Processing,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-07-04,Synthetic - Not Government Verified,Yes,Pending,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027745,MH-DEMO-01537,SV-28-08-0045,Maharashtra,Wardha,Samudrapur,Demo Village 05,Mohan Gaikwad,Gaurav Bhosale,Individual,80.5,Mixed Residential,Distributed,2025-09-02,,Completed,2025-08-08,Received,Received,Received,Digitised,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-07-05,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-08-15
SVPC-MH-0027746,MH-DEMO-01538,SV-28-08-0046,Maharashtra,Wardha,Samudrapur,Demo Village 06,Rajesh Sawant,Ramesh Yadav,Individual,83.4,Institutional,Under Verification,2025-09-06,,Completed,2025-08-11,Received,Received,Available,Digitised,"POLYGON((18.319610 73.919610,18.320390 73.919610,18.320390 73.920390,18.319610 73.920390,18.319610 73.919610))",Synthetic SVAMITVA Demo Dataset,2026-07-06,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.91961,18.31961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-08-18
SVPC-MH-0027747,MH-DEMO-01539,SV-28-08-0047,Maharashtra,Wardha,Samudrapur,Demo Village 07,Sneha Verma,Vijay Deshpande,Individual,86.3,Commercial,Digitisation Completed,2025-09-10,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.319570 73.919570,18.320430 73.919570,18.320430 73.920430,18.319570 73.920430,18.319570 73.919570))",Synthetic SVAMITVA Demo Dataset,2026-07-07,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91957,18.31957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-08-21
SVPC-MH-0027748,MH-DEMO-01540,SV-28-08-0048,Maharashtra,Wardha,Samudrapur,Demo Village 08,Vijay Bhosale,Dhananjay Kharat,Individual,89.2,Open Plot,Prepared,2025-09-14,,Completed,2025-08-17,Received,Received,Received,Digitised,"POLYGON((18.319530 73.919530,18.320470 73.919530,18.320470 73.920470,18.319530 73.920470,18.319530 73.919530))",Synthetic SVAMITVA Demo Dataset,2026-07-08,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,No,Yes,73.91953,18.31953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027749,MH-DEMO-01541,SV-28-08-0049,Maharashtra,Wardha,Samudrapur,Demo Village 09,Amit Dhole,Rajesh Sawant,Individual,27.1,Other Abadi Property,Distributed,2025-09-18,,Completed,2025-08-20,Received,Received,Received,Digitised,"POLYGON((18.319490 73.919490,18.320510 73.919490,18.320510 73.920510,18.319490 73.920510,18.319490 73.919490))",Synthetic SVAMITVA Demo Dataset,2026-07-09,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.91949,18.31949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0027750,MH-DEMO-01542,SV-28-08-0050,Maharashtra,Wardha,Samudrapur,Demo Village 10,Gaurav Deshmukh,Vaishnavi Shinde,Individual,30.0,Residential Abadi,Under Verification,2025-09-22,,Completed,2025-08-23,Received,Received,Available,Under Processing,"POLYGON((18.319650 73.919650,18.320350 73.919650,18.320350 73.920350,18.319650 73.920350,18.319650 73.919650))",Synthetic SVAMITVA Demo Dataset,2026-07-10,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,No,73.91965,18.31965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-08-30
